"Vuosineljännes";"Postinumero";"Huoneluku";"Lukumäärä";"Neliövuokra (eur/m2)"
"2021Q2";"02610 Kilo   (Espoo )";"Yksiöt";59;22.43
"2021Q2";"02610 Kilo   (Espoo )";"Kaksiot";.;.
"2021Q2";"02610 Kilo   (Espoo )";"Kolmiot+";79;17.72
"2021Q2";"02620 Karakallio   (Espoo )";"Yksiöt";51;21.77
"2021Q2";"02620 Karakallio   (Espoo )";"Kaksiot";.;.
"2021Q2";"02620 Karakallio   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02650 Pohjois-Leppävaara   (Espoo )";"Yksiöt";165;22.55
"2021Q2";"02650 Pohjois-Leppävaara   (Espoo )";"Kaksiot";199;18.64
"2021Q2";"02650 Pohjois-Leppävaara   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02660 Lintuvaara   (Espoo )";"Yksiöt";.;.
"2021Q2";"02660 Lintuvaara   (Espoo )";"Kaksiot";.;.
"2021Q2";"02660 Lintuvaara   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02700 Kauniainen   (Kauniainen )";"Yksiöt";87;22.85
"2021Q2";"02700 Kauniainen   (Kauniainen )";"Kaksiot";90;19.21
"2021Q2";"02700 Kauniainen   (Kauniainen )";"Kolmiot+";.;.
"2021Q2";"02710 Viherlaakso   (Espoo )";"Yksiöt";95;22.99
"2021Q2";"02710 Viherlaakso   (Espoo )";"Kaksiot";95;17.10
"2021Q2";"02710 Viherlaakso   (Espoo )";"Kolmiot+";27;16.81
"2021Q2";"02720 Lähderanta   (Espoo )";"Yksiöt";82;24.02
"2021Q2";"02720 Lähderanta   (Espoo )";"Kaksiot";.;.
"2021Q2";"02720 Lähderanta   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02750 Sepänkylä-Kuurinniitty   (Espoo )";"Yksiöt";20;21.99
"2021Q2";"02750 Sepänkylä-Kuurinniitty   (Espoo )";"Kaksiot";.;.
"2021Q2";"02750 Sepänkylä-Kuurinniitty   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02760 Tuomarila-Suvela   (Espoo )";"Yksiöt";193;20.91
"2021Q2";"02760 Tuomarila-Suvela   (Espoo )";"Kaksiot";.;.
"2021Q2";"02760 Tuomarila-Suvela   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02770 Espoon Keskus   (Espoo )";"Yksiöt";95;23.44
"2021Q2";"02770 Espoon Keskus   (Espoo )";"Kaksiot";.;.
"2021Q2";"02770 Espoon Keskus   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02780 Kauklahti   (Espoo )";"Yksiöt";96;21.59
"2021Q2";"02780 Kauklahti   (Espoo )";"Kaksiot";.;.
"2021Q2";"02780 Kauklahti   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02940 Lippajärvi-Järvenperä   (Espoo )";"Yksiöt";20;22.88
"2021Q2";"02940 Lippajärvi-Järvenperä   (Espoo )";"Kaksiot";.;.
"2021Q2";"02940 Lippajärvi-Järvenperä   (Espoo )";"Kolmiot+";.;.
"2021Q2";"03100 Nummela   (Vihti )";"Yksiöt";118;17.53
"2021Q2";"03100 Nummela   (Vihti )";"Kaksiot";130;13.79
"2021Q2";"03100 Nummela   (Vihti )";"Kolmiot+";49;12.90
"2021Q2";"03400 Vihti Kirkonkylä   (Vihti )";"Yksiöt";40;14.44
"2021Q2";"03400 Vihti Kirkonkylä   (Vihti )";"Kaksiot";39;12.48
"2021Q2";"03400 Vihti Kirkonkylä   (Vihti )";"Kolmiot+";.;.
"2021Q2";"03600 Karkkila Keskus   (Karkkila )";"Yksiöt";66;13.12
"2021Q2";"03600 Karkkila Keskus   (Karkkila )";"Kaksiot";51;10.51
"2021Q2";"03600 Karkkila Keskus   (Karkkila )";"Kolmiot+";20;9.82
"2021Q2";"04130 Sipoo   (Sipoo )";"Yksiöt";41;17.79
"2021Q2";"04130 Sipoo   (Sipoo )";"Kaksiot";20;13.20
"2021Q2";"04130 Sipoo   (Sipoo )";"Kolmiot+";.;.
"2021Q2";"04200 Kerava Keskus   (Kerava )";"Yksiöt";212;19.60
"2021Q2";"04200 Kerava Keskus   (Kerava )";"Kaksiot";315;15.84
"2021Q2";"04200 Kerava Keskus   (Kerava )";"Kolmiot+";.;.
"2021Q2";"04220 Ahjo-Kaskela   (Kerava )";"Yksiöt";.;.
"2021Q2";"04220 Ahjo-Kaskela   (Kerava )";"Kaksiot";41;15.77
"2021Q2";"04220 Ahjo-Kaskela   (Kerava )";"Kolmiot+";.;.
"2021Q2";"04230 Pihkaniitty   (Kerava )";"Yksiöt";38;18.99
"2021Q2";"04230 Pihkaniitty   (Kerava )";"Kaksiot";.;.
"2021Q2";"04230 Pihkaniitty   (Kerava )";"Kolmiot+";.;.
"2021Q2";"04250 Alikerava   (Kerava )";"Yksiöt";91;21.36
"2021Q2";"04250 Alikerava   (Kerava )";"Kaksiot";.;.
"2021Q2";"04250 Alikerava   (Kerava )";"Kolmiot+";.;.
"2021Q2";"04260 Savio   (Kerava )";"Yksiöt";106;20.06
"2021Q2";"04260 Savio   (Kerava )";"Kaksiot";.;.
"2021Q2";"04260 Savio   (Kerava )";"Kolmiot+";.;.
"2021Q2";"04300 Hyrylä   (Tuusula )";"Yksiöt";79;19.63
"2021Q2";"04300 Hyrylä   (Tuusula )";"Kaksiot";.;.
"2021Q2";"04300 Hyrylä   (Tuusula )";"Kolmiot+";.;.
"2021Q2";"04320 Riihikallio   (Tuusula )";"Yksiöt";32;20.54
"2021Q2";"04320 Riihikallio   (Tuusula )";"Kaksiot";.;.
"2021Q2";"04320 Riihikallio   (Tuusula )";"Kolmiot+";25;14.66
"2021Q2";"04400 Loutti   (Järvenpää )";"Yksiöt";215;20.05
"2021Q2";"04400 Loutti   (Järvenpää )";"Kaksiot";219;16.33
"2021Q2";"04400 Loutti   (Järvenpää )";"Kolmiot+";75;14.75
"2021Q2";"04410 Järvenpää Keskus   (Järvenpää )";"Yksiöt";185;20.34
"2021Q2";"04410 Järvenpää Keskus   (Järvenpää )";"Kaksiot";208;15.78
"2021Q2";"04410 Järvenpää Keskus   (Järvenpää )";"Kolmiot+";.;.
"2021Q2";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Yksiöt";28;19.16
"2021Q2";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Kaksiot";47;15.89
"2021Q2";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Kolmiot+";23;13.89
"2021Q2";"04440 Jamppa   (Järvenpää )";"Yksiöt";74;18.08
"2021Q2";"04440 Jamppa   (Järvenpää )";"Kaksiot";133;12.98
"2021Q2";"04440 Jamppa   (Järvenpää )";"Kolmiot+";.;.
"2021Q2";"04600 Mäntsälä Keskus   (Mäntsälä )";"Yksiöt";32;15.92
"2021Q2";"04600 Mäntsälä Keskus   (Mäntsälä )";"Kaksiot";143;13.81
"2021Q2";"04600 Mäntsälä Keskus   (Mäntsälä )";"Kolmiot+";39;12.40
"2021Q2";"05200 Rajamäki   (Nurmijärvi )";"Yksiöt";.;.
"2021Q2";"05200 Rajamäki   (Nurmijärvi )";"Kaksiot";.;.
"2021Q2";"05200 Rajamäki   (Nurmijärvi )";"Kolmiot+";.;.
"2021Q2";"05400 Jokela   (Tuusula )";"Yksiöt";.;.
"2021Q2";"05400 Jokela   (Tuusula )";"Kaksiot";21;12.90
"2021Q2";"05400 Jokela   (Tuusula )";"Kolmiot+";.;.
"2021Q2";"05800 Hyvinkää Keskus   (Hyvinkää )";"Yksiöt";211;17.90
"2021Q2";"05800 Hyvinkää Keskus   (Hyvinkää )";"Kaksiot";223;14.39
"2021Q2";"05800 Hyvinkää Keskus   (Hyvinkää )";"Kolmiot+";57;13.27
"2021Q2";"05820 Mustamännistö   (Hyvinkää )";"Yksiöt";53;15.74
"2021Q2";"05820 Mustamännistö   (Hyvinkää )";"Kaksiot";54;11.91
"2021Q2";"05820 Mustamännistö   (Hyvinkää )";"Kolmiot+";.;.
"2021Q2";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Yksiöt";108;17.22
"2021Q2";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Kaksiot";53;13.42
"2021Q2";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Kolmiot+";.;.
"2021Q2";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Yksiöt";22;15.35
"2021Q2";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Kaksiot";.;.
"2021Q2";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Kolmiot+";.;.
"2021Q2";"05880 Paavola-Vaivero   (Hyvinkää )";"Yksiöt";37;15.47
"2021Q2";"05880 Paavola-Vaivero   (Hyvinkää )";"Kaksiot";34;10.95
"2021Q2";"05880 Paavola-Vaivero   (Hyvinkää )";"Kolmiot+";.;.
"2021Q2";"05900 Vieremä   (Hyvinkää )";"Yksiöt";76;19.27
"2021Q2";"05900 Vieremä   (Hyvinkää )";"Kaksiot";71;14.67
"2021Q2";"05900 Vieremä   (Hyvinkää )";"Kolmiot+";28;13.03
"2021Q2";"06100 Porvoo Keskus   (Porvoo )";"Yksiöt";236;19.15
"2021Q2";"06100 Porvoo Keskus   (Porvoo )";"Kaksiot";179;14.38
"2021Q2";"06100 Porvoo Keskus   (Porvoo )";"Kolmiot+";45;13.26
"2021Q2";"06150 Kevätkumpu   (Porvoo )";"Yksiöt";54;17.07
"2021Q2";"06150 Kevätkumpu   (Porvoo )";"Kaksiot";29;12.87
"2021Q2";"06150 Kevätkumpu   (Porvoo )";"Kolmiot+";.;.
"2021Q2";"06400 Gammelbacka   (Porvoo )";"Yksiöt";52;17.35
"2021Q2";"06400 Gammelbacka   (Porvoo )";"Kaksiot";77;13.08
"2021Q2";"06400 Gammelbacka   (Porvoo )";"Kolmiot+";26;12.67
"2021Q2";"06450 Eestinmäki-Ernestas   (Porvoo )";"Yksiöt";.;.
"2021Q2";"06450 Eestinmäki-Ernestas   (Porvoo )";"Kaksiot";.;.
"2021Q2";"06450 Eestinmäki-Ernestas   (Porvoo )";"Kolmiot+";.;.
"2021Q2";"07900 Loviisa Keskus   (Loviisa )";"Yksiöt";49;14.14
"2021Q2";"07900 Loviisa Keskus   (Loviisa )";"Kaksiot";46;11.12
"2021Q2";"07900 Loviisa Keskus   (Loviisa )";"Kolmiot+";21;10.19
"2021Q2";"08100 Lohja Keskus   (Lohja )";"Yksiöt";117;15.78
"2021Q2";"08100 Lohja Keskus   (Lohja )";"Kaksiot";90;12.82
"2021Q2";"08100 Lohja Keskus   (Lohja )";"Kolmiot+";20;11.34
"2021Q2";"08150 Keskilohja   (Lohja )";"Yksiöt";.;.
"2021Q2";"08150 Keskilohja   (Lohja )";"Kaksiot";.;.
"2021Q2";"08150 Keskilohja   (Lohja )";"Kolmiot+";.;.
"2021Q2";"08200 Ojamo   (Lohja )";"Yksiöt";.;.
"2021Q2";"08200 Ojamo   (Lohja )";"Kaksiot";41;12.17
"2021Q2";"08200 Ojamo   (Lohja )";"Kolmiot+";.;.
"2021Q2";"08350 Routio   (Lohja )";"Yksiöt";.;.
"2021Q2";"08350 Routio   (Lohja )";"Kaksiot";20;11.20
"2021Q2";"08350 Routio   (Lohja )";"Kolmiot+";.;.
"2021Q2";"08700 Virkkala   (Lohja )";"Yksiöt";32;13.74
"2021Q2";"08700 Virkkala   (Lohja )";"Kaksiot";38;11.88
"2021Q2";"08700 Virkkala   (Lohja )";"Kolmiot+";.;.
"2021Q2";"10300 Karjaa Keskus   (Raasepori )";"Yksiöt";53;13.39
"2021Q2";"10300 Karjaa Keskus   (Raasepori )";"Kaksiot";68;11.25
"2021Q2";"10300 Karjaa Keskus   (Raasepori )";"Kolmiot+";.;.
"2021Q2";"10600 Tammisaari Keskus   (Raasepori )";"Yksiöt";61;13.71
"2021Q2";"10600 Tammisaari Keskus   (Raasepori )";"Kaksiot";64;11.35
"2021Q2";"10600 Tammisaari Keskus   (Raasepori )";"Kolmiot+";26;9.96
"2021Q2";"10650 Flyet   (Raasepori )";"Yksiöt";30;13.04
"2021Q2";"10650 Flyet   (Raasepori )";"Kaksiot";29;10.41
"2021Q2";"10650 Flyet   (Raasepori )";"Kolmiot+";20;10.04
"2021Q2";"10900 Hanko Keskus   (Hanko )";"Yksiöt";.;.
"2021Q2";"10900 Hanko Keskus   (Hanko )";"Kaksiot";31;11.29
"2021Q2";"10900 Hanko Keskus   (Hanko )";"Kolmiot+";.;.
"2021Q2";"11100 Riihimäki Keskus   (Riihimäki )";"Yksiöt";207;15.30
"2021Q2";"11100 Riihimäki Keskus   (Riihimäki )";"Kaksiot";188;12.36
"2021Q2";"11100 Riihimäki Keskus   (Riihimäki )";"Kolmiot+";51;10.88
"2021Q2";"11120 Pohjois-Riihimäki   (Riihimäki )";"Yksiöt";42;14.33
"2021Q2";"11120 Pohjois-Riihimäki   (Riihimäki )";"Kaksiot";25;11.67
"2021Q2";"11120 Pohjois-Riihimäki   (Riihimäki )";"Kolmiot+";.;.
"2021Q2";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Yksiöt";104;14.98
"2021Q2";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Kaksiot";83;11.89
"2021Q2";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Kolmiot+";46;10.93
"2021Q2";"12400 Tervakoski   (Janakkala )";"Yksiöt";22;11.73
"2021Q2";"12400 Tervakoski   (Janakkala )";"Kaksiot";30;10.41
"2021Q2";"12400 Tervakoski   (Janakkala )";"Kolmiot+";.;.
"2021Q2";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Yksiöt";528;18.20
"2021Q2";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Kaksiot";440;14.31
"2021Q2";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Kolmiot+";95;12.91
"2021Q2";"13130 Kauriala   (Hämeenlinna )";"Yksiöt";198;16.60
"2021Q2";"13130 Kauriala   (Hämeenlinna )";"Kaksiot";123;12.82
"2021Q2";"13130 Kauriala   (Hämeenlinna )";"Kolmiot+";45;12.05
"2021Q2";"13200 Keinusaari   (Hämeenlinna )";"Yksiöt";55;16.63
"2021Q2";"13200 Keinusaari   (Hämeenlinna )";"Kaksiot";84;14.31
"2021Q2";"13200 Keinusaari   (Hämeenlinna )";"Kolmiot+";.;.
"2021Q2";"13210 Hätilä   (Hämeenlinna )";"Yksiöt";80;15.93
"2021Q2";"13210 Hätilä   (Hämeenlinna )";"Kaksiot";125;12.59
"2021Q2";"13210 Hätilä   (Hämeenlinna )";"Kolmiot+";57;11.48
"2021Q2";"13250 Katuma   (Hämeenlinna )";"Yksiöt";21;12.90
"2021Q2";"13250 Katuma   (Hämeenlinna )";"Kaksiot";25;10.73
"2021Q2";"13250 Katuma   (Hämeenlinna )";"Kolmiot+";.;.
"2021Q2";"13500 Jukola   (Hattula )";"Yksiöt";27;14.52
"2021Q2";"13500 Jukola   (Hattula )";"Kaksiot";84;13.40
"2021Q2";"13500 Jukola   (Hattula )";"Kolmiot+";48;11.33
"2021Q2";"13600 Ojoinen   (Hämeenlinna )";"Yksiöt";55;15.24
"2021Q2";"13600 Ojoinen   (Hämeenlinna )";"Kaksiot";.;.
"2021Q2";"13600 Ojoinen   (Hämeenlinna )";"Kolmiot+";26;10.48
"2021Q2";"14200 Turenki   (Janakkala )";"Yksiöt";30;12.49
"2021Q2";"14200 Turenki   (Janakkala )";"Kaksiot";52;10.59
"2021Q2";"14200 Turenki   (Janakkala )";"Kolmiot+";24;9.88
"2021Q2";"15100 Lahti Asemanseutu   (Lahti )";"Yksiöt";227;17.01
"2021Q2";"15100 Lahti Asemanseutu   (Lahti )";"Kaksiot";237;14.49
"2021Q2";"15100 Lahti Asemanseutu   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15110 Keski-Lahti   (Lahti )";"Yksiöt";270;16.89
"2021Q2";"15110 Keski-Lahti   (Lahti )";"Kaksiot";158;13.45
"2021Q2";"15110 Keski-Lahti   (Lahti )";"Kolmiot+";50;11.48
"2021Q2";"15140 Kartano-Paavola   (Lahti )";"Yksiöt";472;17.08
"2021Q2";"15140 Kartano-Paavola   (Lahti )";"Kaksiot";646;14.32
"2021Q2";"15140 Kartano-Paavola   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15150 Möysä   (Lahti )";"Yksiöt";142;15.93
"2021Q2";"15150 Möysä   (Lahti )";"Kaksiot";130;12.44
"2021Q2";"15150 Möysä   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15170 Tenava-Tonttila   (Lahti )";"Yksiöt";93;15.21
"2021Q2";"15170 Tenava-Tonttila   (Lahti )";"Kaksiot";196;11.44
"2021Q2";"15170 Tenava-Tonttila   (Lahti )";"Kolmiot+";56;10.76
"2021Q2";"15200 Kiveriö   (Lahti )";"Yksiöt";89;15.28
"2021Q2";"15200 Kiveriö   (Lahti )";"Kaksiot";219;12.66
"2021Q2";"15200 Kiveriö   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15210 Kivistönmäki   (Lahti )";"Yksiöt";104;15.37
"2021Q2";"15210 Kivistönmäki   (Lahti )";"Kaksiot";90;11.90
"2021Q2";"15210 Kivistönmäki   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15240 Mukkula   (Lahti )";"Yksiöt";84;14.76
"2021Q2";"15240 Mukkula   (Lahti )";"Kaksiot";138;11.33
"2021Q2";"15240 Mukkula   (Lahti )";"Kolmiot+";38;10.36
"2021Q2";"15300 Myllypohja-Koiskala   (Lahti )";"Yksiöt";23;14.69
"2021Q2";"15300 Myllypohja-Koiskala   (Lahti )";"Kaksiot";33;11.52
"2021Q2";"15300 Myllypohja-Koiskala   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15320 Ahtiala   (Lahti )";"Yksiöt";.;.
"2021Q2";"15320 Ahtiala   (Lahti )";"Kaksiot";.;.
"2021Q2";"15320 Ahtiala   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15500 Liipola   (Lahti )";"Yksiöt";81;14.24
"2021Q2";"15500 Liipola   (Lahti )";"Kaksiot";241;11.31
"2021Q2";"15500 Liipola   (Lahti )";"Kolmiot+";99;10.24
"2021Q2";"15520 Saksala   (Lahti )";"Yksiöt";44;14.47
"2021Q2";"15520 Saksala   (Lahti )";"Kaksiot";59;13.60
"2021Q2";"15520 Saksala   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15550 Rakokivi   (Lahti )";"Yksiöt";20;11.80
"2021Q2";"15550 Rakokivi   (Lahti )";"Kaksiot";35;10.06
"2021Q2";"15550 Rakokivi   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15560 Nastola kk   (Lahti )";"Yksiöt";22;12.70
"2021Q2";"15560 Nastola kk   (Lahti )";"Kaksiot";40;10.25
"2021Q2";"15560 Nastola kk   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15610 Laune-Nikkilä   (Lahti )";"Yksiöt";29;17.02
"2021Q2";"15610 Laune-Nikkilä   (Lahti )";"Kaksiot";.;.
"2021Q2";"15610 Laune-Nikkilä   (Lahti )";"Kolmiot+";.;.
"2021Q2";"15700 Hennala-Jokimaa   (Hollola )";"Yksiöt";105;16.05
"2021Q2";"15700 Hennala-Jokimaa   (Hollola )";"Kaksiot";182;13.22
"2021Q2";"15700 Hennala-Jokimaa   (Hollola )";"Kolmiot+";.;.
"2021Q2";"15800 Kärpänen   (Lahti )";"Yksiöt";114;15.03
"2021Q2";"15800 Kärpänen   (Lahti )";"Kaksiot";74;11.47
"2021Q2";"15800 Kärpänen   (Lahti )";"Kolmiot+";24;10.67
"2021Q2";"15830 Metsäkangas   (Lahti )";"Yksiöt";60;14.53
"2021Q2";"15830 Metsäkangas   (Lahti )";"Kaksiot";116;10.99
"2021Q2";"15830 Metsäkangas   (Lahti )";"Kolmiot+";29;9.81
"2021Q2";"15860 Kartano   (Hollola )";"Yksiöt";41;13.24
"2021Q2";"15860 Kartano   (Hollola )";"Kaksiot";30;10.24
"2021Q2";"15860 Kartano   (Hollola )";"Kolmiot+";.;.
"2021Q2";"15870 Salpakangas   (Hollola )";"Yksiöt";.;.
"2021Q2";"15870 Salpakangas   (Hollola )";"Kaksiot";43;12.20
"2021Q2";"15870 Salpakangas   (Hollola )";"Kolmiot+";.;.
"2021Q2";"15880 Soramäki   (Hollola )";"Yksiöt";.;.
"2021Q2";"15880 Soramäki   (Hollola )";"Kaksiot";.;.
"2021Q2";"15880 Soramäki   (Hollola )";"Kolmiot+";.;.
"2021Q2";"15950 Kiikkula   (Lahti )";"Yksiöt";26;14.94
"2021Q2";"15950 Kiikkula   (Lahti )";"Kaksiot";46;11.67
"2021Q2";"15950 Kiikkula   (Lahti )";"Kolmiot+";.;.
"2021Q2";"16300 Orimattila Keskus   (Orimattila )";"Yksiöt";77;12.54
"2021Q2";"16300 Orimattila Keskus   (Orimattila )";"Kaksiot";62;10.36
"2021Q2";"16300 Orimattila Keskus   (Orimattila )";"Kolmiot+";34;9.39
"2021Q2";"16600 Järvelä   (Kärkölä )";"Yksiöt";.;.
"2021Q2";"16600 Järvelä   (Kärkölä )";"Kaksiot";.;.
"2021Q2";"16600 Järvelä   (Kärkölä )";"Kolmiot+";.;.
"2021Q2";"16900 Lammi kk   (Hämeenlinna )";"Yksiöt";20;11.38
"2021Q2";"16900 Lammi kk   (Hämeenlinna )";"Kaksiot";23;10.18
"2021Q2";"16900 Lammi kk   (Hämeenlinna )";"Kolmiot+";.;.
"2021Q2";"17200 Vääksy Keskus   (Asikkala )";"Yksiöt";38;12.08
"2021Q2";"17200 Vääksy Keskus   (Asikkala )";"Kaksiot";35;10.40
"2021Q2";"17200 Vääksy Keskus   (Asikkala )";"Kolmiot+";.;.
"2021Q2";"18100 Heinola Keskus   (Heinola )";"Yksiöt";83;12.47
"2021Q2";"18100 Heinola Keskus   (Heinola )";"Kaksiot";94;10.61
"2021Q2";"18100 Heinola Keskus   (Heinola )";"Kolmiot+";.;.
"2021Q2";"18130 Tommola-Sahanniemi   (Heinola )";"Yksiöt";35;11.75
"2021Q2";"18130 Tommola-Sahanniemi   (Heinola )";"Kaksiot";37;9.24
"2021Q2";"18130 Tommola-Sahanniemi   (Heinola )";"Kolmiot+";.;.
"2021Q2";"18150 Jyränkö   (Heinola )";"Yksiöt";35;10.68
"2021Q2";"18150 Jyränkö   (Heinola )";"Kaksiot";30;8.72
"2021Q2";"18150 Jyränkö   (Heinola )";"Kolmiot+";.;.
"2021Q2";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Yksiöt";32;11.14
"2021Q2";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Kaksiot";28;8.52
"2021Q2";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Kolmiot+";.;.
"2021Q2";"19650 Joutsa Keskus   (Joutsa )";"Yksiöt";.;.
"2021Q2";"19650 Joutsa Keskus   (Joutsa )";"Kaksiot";26;8.57
"2021Q2";"19650 Joutsa Keskus   (Joutsa )";"Kolmiot+";.;.
"2021Q2";"20100 Turku Keskus   (Turku )";"Yksiöt";2047;18.35
"2021Q2";"20100 Turku Keskus   (Turku )";"Kaksiot";1244;14.87
"2021Q2";"20100 Turku Keskus   (Turku )";"Kolmiot+";262;12.67
"2021Q2";"20200 Iso-Heikkilä   (Turku )";"Yksiöt";149;16.29
"2021Q2";"20200 Iso-Heikkilä   (Turku )";"Kaksiot";60;12.37
"2021Q2";"20200 Iso-Heikkilä   (Turku )";"Kolmiot+";.;.
"2021Q2";"20210 Pahaniemi   (Turku )";"Yksiöt";89;14.79
"2021Q2";"20210 Pahaniemi   (Turku )";"Kaksiot";130;12.11
"2021Q2";"20210 Pahaniemi   (Turku )";"Kolmiot+";.;.
"2021Q2";"20240 Pansio-Perno   (Turku )";"Yksiöt";20;13.74
"2021Q2";"20240 Pansio-Perno   (Turku )";"Kaksiot";.;.
"2021Q2";"20240 Pansio-Perno   (Turku )";"Kolmiot+";.;.
"2021Q2";"20300 Pohjola-Kastu   (Turku )";"Yksiöt";220;17.89
"2021Q2";"20300 Pohjola-Kastu   (Turku )";"Kaksiot";84;13.27
"2021Q2";"20300 Pohjola-Kastu   (Turku )";"Kolmiot+";.;.
"2021Q2";"20320 Kuninkoja-Mälikkälä   (Turku )";"Yksiöt";274;15.82
"2021Q2";"20320 Kuninkoja-Mälikkälä   (Turku )";"Kaksiot";230;13.19
"2021Q2";"20320 Kuninkoja-Mälikkälä   (Turku )";"Kolmiot+";97;12.68
"2021Q2";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Yksiöt";249;15.66
"2021Q2";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Kaksiot";189;12.01
"2021Q2";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Kolmiot+";62;10.91
"2021Q2";"20460 Jäkärlä   (Turku )";"Yksiöt";.;.
"2021Q2";"20460 Jäkärlä   (Turku )";"Kaksiot";20;10.46
"2021Q2";"20460 Jäkärlä   (Turku )";"Kolmiot+";.;.
"2021Q2";"20500 Vesilinna   (Turku )";"Yksiöt";724;18.34
"2021Q2";"20500 Vesilinna   (Turku )";"Kaksiot";377;14.30
"2021Q2";"20500 Vesilinna   (Turku )";"Kolmiot+";58;13.36
"2021Q2";"20520 Kupittaa   (Turku )";"Yksiöt";337;19.18
"2021Q2";"20520 Kupittaa   (Turku )";"Kaksiot";428;15.13
"2021Q2";"20520 Kupittaa   (Turku )";"Kolmiot+";.;.
"2021Q2";"20540 Nummi-Ylioppilaskylä   (Turku )";"Yksiöt";333;16.54
"2021Q2";"20540 Nummi-Ylioppilaskylä   (Turku )";"Kaksiot";277;13.51
"2021Q2";"20540 Nummi-Ylioppilaskylä   (Turku )";"Kolmiot+";122;12.01
"2021Q2";"20610 Varissuo   (Turku )";"Yksiöt";199;15.74
"2021Q2";"20610 Varissuo   (Turku )";"Kaksiot";265;11.20
"2021Q2";"20610 Varissuo   (Turku )";"Kolmiot+";179;10.76
"2021Q2";"20700 Vartiovuori-Samppalinna   (Turku )";"Yksiöt";356;18.30
"2021Q2";"20700 Vartiovuori-Samppalinna   (Turku )";"Kaksiot";351;13.99
"2021Q2";"20700 Vartiovuori-Samppalinna   (Turku )";"Kolmiot+";37;11.79
"2021Q2";"20720 Vasaramäki   (Turku )";"Yksiöt";205;17.06
"2021Q2";"20720 Vasaramäki   (Turku )";"Kaksiot";99;12.62
"2021Q2";"20720 Vasaramäki   (Turku )";"Kolmiot+";30;11.91
"2021Q2";"20740 Ilpoinen-Harittu   (Turku )";"Yksiöt";67;15.41
"2021Q2";"20740 Ilpoinen-Harittu   (Turku )";"Kaksiot";140;12.63
"2021Q2";"20740 Ilpoinen-Harittu   (Turku )";"Kolmiot+";.;.
"2021Q2";"20750 Huhkola-Lauste-Vaala   (Turku )";"Yksiöt";58;14.16
"2021Q2";"20750 Huhkola-Lauste-Vaala   (Turku )";"Kaksiot";58;10.53
"2021Q2";"20750 Huhkola-Lauste-Vaala   (Turku )";"Kolmiot+";47;10.11
"2021Q2";"20760 Piispanristi   (Kaarina )";"Yksiöt";25;13.87
"2021Q2";"20760 Piispanristi   (Kaarina )";"Kaksiot";36;13.03
"2021Q2";"20760 Piispanristi   (Kaarina )";"Kolmiot+";.;.
"2021Q2";"20780 Kaarina Keskus   (Kaarina )";"Yksiöt";54;13.93
"2021Q2";"20780 Kaarina Keskus   (Kaarina )";"Kaksiot";63;11.52
"2021Q2";"20780 Kaarina Keskus   (Kaarina )";"Kolmiot+";.;.
"2021Q2";"20810 Martti-Korppolaismäki   (Turku )";"Yksiöt";508;17.60
"2021Q2";"20810 Martti-Korppolaismäki   (Turku )";"Kaksiot";534;14.86
